Daytime/evening_attendance_,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,International,Curricular_units_1st_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(credited),Curricular_units_2nd_sem_(enrolled),Curricular_units_2nd_sem_(evaluations),Curricular_units_2nd_sem_(approved),Curricular_units_2nd_sem_(grade),Curricular_units_2nd_sem_(without_evaluations),Unemployment_rate,Inflation_rate,GDP,Marital_status_1,Marital_status_2,Marital_status_3,Marital_status_4,Marital_status_5,Marital_status_6,Application_mode_1,Application_mode_2,Application_mode_5,Application_mode_7,Application_mode_10,Application_mode_15,Application_mode_16,Application_mode_17,Application_mode_18,Application_mode_26,Application_mode_27,Application_mode_39,Application_mode_42,Application_mode_43,Application_mode_44,Application_mode_51,Application_mode_53,Application_mode_57,Course_33,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Nacionality_1,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Father's_occupation_195,is_application_order_1,is_application_order_2,is_application_order_3_or_more,is_sem1_grade_0,is_sem2_grade_0,approval_rate_sem1,approval_rate_sem2,grade_delta,Progress_Lag,mother_qual_level,mother_qual_lvl_0,mother_qual_lvl_1,mother_qual_lvl_2,mother_qual_lvl_3,mother_qual_lvl_4,mother_qual_lvl_5,father_qual_level,father_qual_lvl_0,father_qual_lvl_1,father_qual_lvl_2,father_qual_lvl_3,father_qual_lvl_4,father_qual_lvl_5,prev_qual_level,prev_qual_lvl_0,prev_qual_lvl_1,prev_qual_lvl_2,prev_qual_lvl_3,prev_qual_lvl_4,prev_qual_lvl_5,age_lt20,age_20_25,age_25_35,age_35plus,financial_risk,Target,Target_str
1,1.002867101882898,1,0,0,1,1,0,0,-0.3008130582498372,-0.5123475631283743,0.4070587863007005,-0.551603750376436,0.0053364594080584,1.248319565044167,-0.2824423108896146,-0.5611610991668988,0.7439405572972032,-0.8080500236726174,0.4356427779420923,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,-0.6799215549472829,0.7764398636683038,5,0.6058092033130379,0,0,0,1,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,0,Dropout
1,-0.2125719598566826,1,0,0,1,1,0,0,-0.3008130582498372,-0.5123475631283743,0.646371486711903,0.0948320090051144,0.4871199583285279,2.695912161572449,-0.2824423108896146,-0.5611610991668988,-0.2693577879869185,0.1871652616079112,0.4164497267346691,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8272466619352101,0.8869818269952736,-0.0655297377708236,0,0.0085059014505731,0,0,1,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,1,Enrolled
1,-0.8617269132857774,1,0,0,1,0,0,0,-0.3008130582498372,0.2941372684958662,0.646371486711903,0.4180498886958897,0.2772000052274665,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.9972651436182336,1.18238054688844,0.3936579784258538,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4360774736050689,0.8869818269952736,0.2451628120752922,1,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
0,-1.863082958468955,1,0,0,0,0,0,0,-0.3008130582498372,-0.5123475631283743,0.167746085889498,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,6.434596188110578,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,10,-1.783404004136821,0,0,0,0,0,0,-1.714271900571655,0,0,0,0,0,0,-7.511481688695699,0,0,0,0,0,0,0,0,0,1,1,0,Dropout
0,-1.1379630636811366,0,0,0,1,0,1,0,-0.3008130582498372,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.2462282088682933,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.2437122658678595,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.026740903482779,0,-0.5887974004118917,0,1,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,0,2,Graduate
1,-1.7940239208701152,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,3.039498490823928,-0.551603750376436,0.4182937441970322,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,1.757238902581325,-0.8080500236726174,0.1477470098307431,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5418454972202837,-0.8540219307186782,-0.4346123027852355,7,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-2.00787205126778,0,0,1,0,0,0,0,0,1,0,0,0,Dropout
1,-0.4128431688933185,0,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,0.167746085889498,-0.2283858706856607,0.6419789401243932,1.248319565044167,-0.2824423108896146,-0.5611610991668988,-0.016033201665888,-0.1445731668189316,0.819503802090558,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2796097982730127,0.3646806996810882,0.4015903835755414,2,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
0,-2.2083781464631542,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.0948320090051144,0.156754130497349,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.016033201665888,0.1871652616079112,0.3012914194901295,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3708826088833789,0.4517308875667858,0.2804851669301876,2,-1.1861007022743564,1,0,0,0,0,0,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,0,Dropout
1,-0.0053948470601631,1,0,0,1,0,1,1,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.4180498886958897,0.5215330653942757,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.522682374307949,0.518903690034754,0.5316080339792087,-0.199440991148615,-0.1750067938095195,-0.454252598705197,0.8891263042772198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8272466619352101,0.8869818269952736,0.0844100542662813,0,0.0085059014505731,0,0,1,0,0,0,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,0,Dropout
1,-0.7374206456078659,1,0,0,1,0,1,0,0.9702442193979948,0.2941372684958662,0.4070587863007005,0.4180498886958897,0.4527068512627802,-0.1992730314841147,0.7601315592611196,0.8051441857612031,-0.016033201665888,0.1871652616079112,0.3012914194901295,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,-0.0923327867188242,-0.2154695298079285,4,0.6058092033130379,0,0,0,1,0,0,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,-0.4819022064921583,1,0,0,1,0,0,0,-0.3008130582498372,-0.109105147316254,-0.0715666145217044,0.4180498886958897,0.7194084310223257,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,0.4906159709761728,0.1871652616079112,0.819503802090558,-0.199440991148615,-0.1750067938095195,-0.454252598705197,0.8891263042772198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.4517308875667858,0.2718347943126621,1,0.0085059014505731,0,0,1,0,0,0,2.08720122631005,0,0,0,0,0,1,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,-0.2332896711363353,1,0,0,1,0,0,0,-0.3008130582498372,-0.5123475631283743,0.4070587863007005,-0.551603750376436,0.2118151018025453,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,0.5316080339792087,-0.199440991148615,-0.2876384574425296,0.1243864731841758,0.7657608350016585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,0.8869818269952736,0.6034324113177981,2,-0.5887974004118917,0,1,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,1.5898689214730366,0,0,0,0,0,0,0,-0.3008130582498372,0.2941372684958662,2.3215603895903203,0.4180498886958897,-0.0806963082563109,-0.1992730314841147,-0.2824423108896146,0.3497090907851691,1.5039143162602946,-0.1445731668189316,0.1957296378493013,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,-0.2322348743922668,0.4880941097507942,4,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,1,0,Dropout
1,-0.4819022064921583,0,0,0,1,0,0,0,0.1228727009661067,0.2941372684958662,1.8429349887679152,0.4180498886958897,0.3868303320226346,-0.1992730314841147,-0.2824423108896146,0.3497090907851691,1.757238902581325,-0.1445731668189316,0.2916948938864177,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,-0.2322348743922668,-0.1223750435431333,4,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,0,0,Dropout
1,-1.082715833602065,0,0,0,1,0,0,0,3.5123587746936584,2.7135917633685875,2.082247689179118,1.710921407458991,0.1774019947367976,-0.1992730314841147,3.3665662346379546,3.0823196606413727,2.5172126615444164,1.5141189753152826,0.0411189475672804,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.195357973094213,0.0834416311272958,-0.2231587499123954,7,0.6058092033130379,0,0,0,1,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,0,Dropout
0,1.5898689214730366,0,0,0,0,0,0,0,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,-1.1980395097579866,-0.1323159688549327,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.36330079271358,-1.724523809575654,-3.3180698419603294,9,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,1,0,Dropout
1,-0.2609132861758707,1,0,0,1,0,1,0,-0.3008130582498372,-0.109105147316254,-0.3108793149329069,0.4180498886958897,1.0475619876849922,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,2.263888075223386,0.1871652616079112,0.4889568090738241,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.4517308875667858,-0.8739963087547726,1,-1.1861007022743564,1,0,0,0,0,0,2.08720122631005,0,0,0,0,0,1,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
0,0.2086881694962399,1,0,0,1,1,0,0,0.5465584601820507,-0.109105147316254,0.167746085889498,-0.2283858706856607,0.3838806371312845,-0.1992730314841147,1.2814184943364866,0.3497090907851691,-0.2693577879869185,-0.1445731668189316,0.1477470098307431,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0854814441684525,-0.2322348743922668,-0.3769431520017338,5,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,1.6612010403508315,0,0,0,0,1,0,0,0,1,0,0,0,Dropout
1,0.754254566527075,1,0,0,0,1,0,0,-0.3008130582498372,-0.5123475631283743,-0.5501920153441094,-0.551603750376436,0.280641315934041,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-0.1445731668189316,0.4836254059606505,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,0.3646806996810882,0.4015903835755414,3,0.0085059014505731,0,0,1,0,0,0,2.08720122631005,0,0,0,0,0,1,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,1,0,Dropout
1,-1.863082958468955,0,0,1,1,1,0,0,-0.3008130582498372,-0.5123475631283743,0.646371486711903,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,10,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,1,0,Dropout
1,-0.4819022064921583,0,0,0,1,1,0,0,-0.3008130582498372,-0.5123475631283743,0.167746085889498,-0.2283858706856607,0.3322609765326628,2.695912161572449,-0.2824423108896146,-0.5611610991668988,-0.016033201665888,-0.1445731668189316,0.2916948938864177,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2796097982730127,0.3646806996810882,-0.0309282473007226,2,-1.1861007022743564,1,0,0,0,0,0,-0.4471141916110865,0,1,0,0,0,0,-2.00787205126778,0,0,1,0,0,0,0,0,0,1,0,2,Graduate
1,0.2777472070950798,0,0,1,0,1,0,0,-0.3008130582498372,-0.9155899789404944,-0.7895047157553119,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-1.016596194142933,-1.02933154695001,-1.471526880526303,-1.963488622985818,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,8,0.0085059014505731,0,0,1,0,0,0,0.1864646628691975,0,0,1,0,0,0,-2.00787205126778,0,0,1,0,0,0,0,0,0,1,1,0,Dropout
0,0.4711125123718321,1,0,0,1,1,0,0,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,0.0948320090051144,0.61100714376522,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,0.761924648468288,-0.199440991148615,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.3496881478703896,0,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-2.00787205126778,0,0,1,0,0,0,0,0,0,1,0,2,Graduate
0,-1.863082958468955,0,0,0,1,1,0,0,3.5123587746936584,2.7135917633685875,1.3643095879455105,2.680575046531316,0.5506518482960625,-0.1992730314841147,3.3665662346379546,2.171449470689305,0.9972651436182336,2.177595832168968,0.4967115772384392,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,-0.0272987203283345,0,-0.5887974004118917,0,1,0,0,0,0,2.08720122631005,0,0,0,0,0,1,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,0,1,Enrolled
0,1.5898689214730366,0,0,0,1,1,0,0,-0.3008130582498372,-0.5123475631283743,-0.5501920153441094,0.0948320090051144,0.3219370444129383,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,0.2372913846551423,0.1871652616079112,0.3012914194901295,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.0036732431693789,0,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,0,2,Graduate
1,-0.039924365859583,0,0,0,1,1,1,0,-0.3008130582498372,-0.109105147316254,-0.3108793149329069,0.4180498886958897,0.3396352137610375,-0.1992730314841147,-0.2824423108896146,-0.1057260041908648,-0.2693577879869185,0.518903690034754,0.5955848713372864,1.1273664447032237,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8272466619352101,0.8869818269952736,0.5045710099746519,0,-0.5887974004118917,0,1,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
1,1.866105071868396,1,0,0,1,1,0,0,0.1228727009661067,-0.5123475631283743,0.8856841871231055,-0.551603750376436,0.280641315934041,2.695912161572449,0.2388446241857525,-0.5611610991668988,-0.016033201665888,-0.1445731668189316,0.5316080339792087,1.1273664447032237,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2680270653891851,0.3646806996810882,0.4880941097507942,3,0.6058092033130379,0,0,0,1,0,0,0.1864646628691975,0,0,1,0,0,0,-0.1733355054584742,0,0,0,1,0,0,0,0,0,1,0,2,Graduate
1,-0.8341032982462411,0,0,0,1,1,1,0,-0.3008130582498372,0.2941372684958662,0.167746085889498,0.4180498886958897,0.5579126357209235,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.4906159709761728,0.8506421184615969,0.2725018426789944,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4360774736050689,0.5605436224239077,-0.4436745979083575,2,0.6058092033130379,0,0,0,1,0,0,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,-1.1724925824805563,0,0,1,1,1,0,0,-0.3008130582498372,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,-2.1971023927998017,-0.1992730314841147,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.9109376563757776,-1.724523809575654,0.1420792050497829,10,-1.1861007022743564,1,0,0,0,0,0,-1.0806930460913706,1,0,0,0,0,0,-2.00787205126778,0,0,1,0,0,0,0,0,1,0,1,0,Dropout
1,1.5760571139532693,1,0,0,1,1,0,0,1.8176157378298827,2.310349347556467,0.8856841871231055,2.034139287149766,0.7499109577396929,-0.1992730314841147,2.3239923644872205,2.626884565665339,0.9972651436182336,2.177595832168968,0.8805726013869047,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5990646354092943,0.6693563572810296,0.3308146076139713,2,1.8004158070379674,0,0,0,0,0,1,0.8200435173494817,0,0,0,1,0,0,-0.1733355054584742,0,0,0,1,0,0,0,1,0,0,0,2,Graduate
1,-0.6269261854497216,1,0,0,1,0,1,0,-0.3008130582498372,0.2941372684958662,0.167746085889498,0.741267768386665,0.3090321292632829,-0.1992730314841147,-0.2824423108896146,0.8051441857612031,0.2372913846551423,1.18238054688844,0.5145475440170544,-0.199440991148615,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8272466619352101,0.8869818269952736,0.4097601799365372,0,0.6058092033130379,0,0,0,1,0,0,-1.0806930460913706,1,0,0,0,0,0,-0.1733355054584742,0,0,0,1,0,0,1,0,0,0,0,2,Graduate
